Transition_From*, Transition_To*, Variable*, Range_Lower_Limit*, Range_Upper_Limit*, Possible_Transitions, Executed_Transitions, Weight_Coefficient, Contrast, Significant, 
10, 16, static/dist2protect, 59300, 59400, 17, 1, -2.65682956907954, -2.65749961282208, 1, 
10, 16, static/dist2protect, 59400, 59500, 14, 4, -0.800531578713909, -0.800779683158266, 0, 
10, 16, static/dist2protect, 59500, 59800, 50, 18, -0.459604991743316, -0.460136452935333, 0, 
10, 16, static/dist2protect, 59800, 59900, 6, 3, 0.115759153160246, 0.115775731095132, 0, 
10, 16, static/dist2protect, 59900, 60000, 1, 1, 0, 0, 0, 
10, 16, static/dist2protect, 60000, 60100, 4, 3, 1.21437144182836, 1.21447806929054, 0, 
10, 16, static/dist2protect, 60100, 60300, 8, 4, 0.115759153160246, 0.115781258129828, 0, 
10, 16, static/dist2protect, 60300, 60400, 9, 2, -1.13700381533512, -1.13721791306895, 0, 
10, 16, static/dist2protect, 60400, 60500, 13, 5, -0.35424447608549, -0.354351945217093, 0, 
10, 16, static/dist2protect, 60500, 60700, 22, 5, -1.10801627846187, -1.10852916213539, 1, 
10, 16, static/dist2protect, 60700, 60800, 13, 1, -2.36914749662775, -2.36963734395572, 1, 
10, 16, static/dist2protect, 60800, 60900, 5, 3, 0.52122426126841, 0.521285864980562, 0, 
10, 16, static/dist2protect, 60900, 61000, 7, 6, 1.9075186223883, 1.90777692203663, 0, 
10, 16, static/dist2protect, 61000, 61100, 12, 5, -0.220713083460967, -0.22077551667642, 0, 
10, 16, static/dist2protect, 61100, 61200, 7, 4, 0.403441225612027, 0.403508358386286, 0, 
10, 16, static/dist2protect, 61200, 61300, 4, 0, 0, 0, 0, 
10, 16, static/dist2protect, 61300, 61700, 7, 3, -0.171922919291535, -0.171951369161326, 0, 
10, 16, static/dist2protect, 61700, 61800, 1, 1, 0, 0, 0, 
10, 16, static/dist2protect, 61800, 62500, 7, 6, 1.9075186223883, 1.90777692203663, 0, 
10, 16, static/dist2road, 0, 100, 1094, 332, -0.715052433609912, -0.733036833937671, 1, 
10, 16, static/dist2road, 100, 300, 4188, 1560, -0.405778126200673, -0.449563779735829, 1, 
10, 16, static/dist2road, 300, 600, 5107, 2177, -0.18129548761632, -0.206179172778684, 1, 
10, 16, static/dist2road, 600, 900, 4281, 2060, 0.0405075910494449, 0.0451109568255619, 0, 
10, 16, static/dist2road, 900, 6900, 27326, 13655, 0.114588107136059, 0.330675446436229, 1, 
10, 16, static/elevation, 0, 100, 17235, 10844, 0.64448033412852, 1.09952376324978, 1, 
10, 16, static/elevation, 100, 200, 19202, 8274, -0.162451081628969, -0.298040664383256, 1, 
10, 16, static/elevation, 200, 300, 3673, 560, -1.59964623355217, -1.72192890748556, 1, 
10, 16, static/elevation, 300, 500, 1205, 100, -2.28667127480352, -2.33263181194901, 1, 
10, 16, static/elevation, 500, 600, 225, 1, -5.29588689869479, -5.30597218490258, 1, 
10, 16, static/elevation, 600, 2100, 456, 5, -4.38627027390833, -4.40653081905369, 1, 
10, 16, static/population, 0, 100, 38086, 17824, -0.0124421937263664, -0.133316447553383, 1, 
10, 16, static/population, 100, 1400, 3910, 1960, 0.120874253827016, 0.133316447553383, 1, 
10, 17, distance/distance_to_1, 0, 200, 6890, 1911, -0.39533814367724, -0.485495942855715, 1, 
10, 17, distance/distance_to_1, 200, 400, 8778, 2830, -0.180514058218093, -0.239161440201209, 1, 
10, 17, distance/distance_to_1, 400, 500, 2753, 1007, 0.0119124150436843, 0.0129352898863903, 0, 
10, 17, distance/distance_to_1, 500, 2000, 14877, 6096, 0.197306780731156, 0.351160174441839, 1, 
10, 17, distance/distance_to_1, 2000, 2100, 189, 105, 0.785407810038879, 0.789947986341272, 1, 
10, 17, distance/distance_to_1, 2100, 5800, 1384, 710, 0.614299117847724, 0.641206083162126, 1, 
10, 17, static/PlanningUnit, 0, 100, 34871, 12659, 0, 0, 0, 
10, 17, static/dist2deforest, 0, 200, 5484, 625, -1.48857202594483, -1.68480685935929, 1, 
10, 17, static/dist2deforest, 200, 300, 3380, 743, -0.704436882910858, -0.770329934609697, 1, 
10, 17, static/dist2deforest, 300, 400, 2214, 616, -0.390996904068031, -0.415774284456442, 1, 
10, 17, static/dist2deforest, 400, 600, 3955, 1302, -0.149525272644556, -0.168188286723354, 1, 
10, 17, static/dist2deforest, 600, 800, 3058, 1226, 0.160612829986751, 0.176398688496827, 1, 
10, 17, static/dist2deforest, 800, 1500, 6648, 2958, 0.341151164960842, 0.425617148005103, 1, 
10, 17, static/dist2deforest, 1500, 3400, 7183, 3535, 0.530798485861121, 0.678850144093239, 1, 
10, 17, static/dist2deforest, 3400, 3500, 143, 85, 0.944472504668567, 0.948595123077769, 1, 
10, 17, static/dist2deforest, 3500, 14900, 2806, 1569, 0.800013639065214, 0.875036831331539, 1, 
10, 17, static/dist2protect, 0, 100, 1209, 160, -1.3181545344378, -1.35381306039224, 1, 
10, 17, static/dist2protect, 100, 600, 411, 73, -0.970322195609958, -0.979872822526335, 1, 
10, 17, static/dist2protect, 600, 700, 76, 25, -0.150685549131456, -0.151007413117923, 0, 
10, 17, static/dist2protect, 700, 1300, 479, 180, 0.0547775362241935, 0.0555461139870731, 0, 
10, 17, static/dist2protect, 1300, 1400, 82, 35, 0.267464718504025, 0.268115163872854, 0, 
10, 17, static/dist2protect, 1400, 1500, 58, 17, -0.318094463923422, -0.318598198088126, 0, 
10, 17, static/dist2protect, 1500, 1800, 181, 65, -0.016938662486058, -0.0170268346103421, 0, 
10, 17, static/dist2protect, 1800, 2100, 221, 63, -0.357196047910764, -0.359345618537725, 1, 
10, 17, static/dist2protect, 2100, 2300, 136, 47, -0.0762245092974116, -0.076519718377046, 0, 
10, 17, static/dist2protect, 2300, 2500, 140, 41, -0.319283524705613, -0.320506478503638, 0, 
10, 17, static/dist2protect, 2500, 2600, 76, 26, -0.0916622086819944, -0.0918597947404306, 0, 
10, 17, static/dist2protect, 2600, 2900, 248, 102, 0.203630450300604, 0.205125874907222, 0, 
10, 17, static/dist2protect, 2900, 5100, 1314, 457, -0.0664902689789055, -0.069068496139806, 0, 
10, 17, static/dist2protect, 5100, 5200, 62, 16, -0.493788415524644, -0.494596793225613, 0, 
10, 17, static/dist2protect, 5200, 5300, 61, 11, -0.951863473905106, -0.953247722022813, 1, 
10, 17, static/dist2protect, 5300, 5400, 76, 20, -0.467355158456489, -0.46829834867529, 0, 
10, 17, static/dist2protect, 5400, 5500, 68, 14, -0.787662458224346, -0.788989991972463, 1, 
10, 17, static/dist2protect, 5500, 5600, 80, 21, -0.470750747457627, -0.471750227033021, 0, 
10, 17, static/dist2protect, 5600, 5700, 73, 12, -1.06370295566064, -1.06550460508423, 1, 
10, 17, static/dist2protect, 5700, 5900, 150, 29, -0.866230456885598, -0.869399366212619, 1, 
10, 17, static/dist2protect, 5900, 6100, 186, 44, -0.60937316495833, -0.612304785507376, 1, 
10, 17, static/dist2protect, 6100, 6300, 143, 28, -0.850463359463377, -0.853439875276916, 1, 
10, 17, static/dist2protect, 6300, 7100, 630, 146, -0.636214026283626, -0.646644637514928, 1, 
10, 17, static/dist2protect, 7100, 7400, 200, 58, -0.333119788330172, -0.334941002673752, 1, 
10, 17, static/dist2protect, 7400, 7500, 59, 23, 0.114239536197709, 0.114436017540694, 0, 
10, 17, static/dist2protect, 7500, 7600, 50, 24, 0.482221551051133, 0.482948010802774, 0, 
10, 17, static/dist2protect, 7600, 7700, 52, 14, -0.436264571386458, -0.436870278882896, 0, 
10, 17, static/dist2protect, 7700, 7800, 59, 12, -0.802976693197389, -0.804146516622881, 1, 
10, 17, static/dist2protect, 7800, 7900, 82, 13, -1.10689288841105, -1.10897668731612, 1, 
10, 17, static/dist2protect, 7900, 8000, 104, 20, -0.872820266564653, -0.875028022031909, 1, 
10, 17, static/dist2protect, 8000, 8600, 547, 125, -0.654427318009041, -0.663685379579666, 1, 
10, 17, static/dist2protect, 8600, 8700, 85, 15, -0.978180782222479, -0.980151577863245, 1, 
10, 17, static/dist2protect, 8700, 10200, 1067, 228, -0.740600818788096, -0.76092998712867, 1, 
10, 17, static/dist2protect, 10200, 10300, 61, 17, -0.388712031137376, -0.389351086351475, 0, 
10, 17, static/dist2protect, 10300, 11600, 800, 191, -0.597280580938597, -0.609878007633518, 1, 
10, 17, static/dist2protect, 11600, 11700, 75, 15, -0.824030102395221, -0.825549369604601, 1, 
10, 17, static/dist2protect, 11700, 11800, 80, 13, -1.07747900320476, -1.07947248419069, 1, 
10, 17, static/dist2protect, 11800, 12000, 178, 39, -0.708648028276376, -0.711840001955038, 1, 
10, 17, static/dist2protect, 12000, 12100, 89, 28, -0.216405095273438, -0.216940821591021, 0, 
10, 17, static/dist2protect, 12100, 12200, 85, 22, -0.489828014308547, -0.490928943064622, 1, 
10, 17, static/dist2protect, 12200, 12300, 81, 9, -1.51717728295517, -1.51971282957287, 1, 
10, 17, static/dist2protect, 12300, 12500, 184, 28, -1.15538723834966, -1.16022093314468, 1, 
10, 17, static/dist2protect, 12500, 12600, 93, 21, -0.669879422567963, -0.671465902363405, 1, 
10, 17, static/dist2protect, 12600, 13400, 885, 241, -0.420637533889029, -0.430838090826503, 1, 
10, 17, static/dist2protect, 13400, 13500, 137, 47, -0.0873978098955369, -0.0877382218229584, 0, 
10, 17, static/dist2protect, 13500, 13600, 123, 33, -0.441037850139115, -0.442487700329156, 1, 
10, 17, static/dist2protect, 13600, 14200, 639, 139, -0.71786990656683, -0.729596427870939, 1, 
10, 17, static/dist2protect, 14200, 14700, 549, 140, -0.509808474708828, -0.517272648705112, 1, 
10, 17, static/dist2protect, 14700, 14800, 141, 29, -0.788938782583951, -0.791700369147313, 1, 
10, 17, static/dist2protect, 14800, 15100, 357, 90, -0.525174729345315, -0.530133129872488, 1, 
10, 17, static/dist2protect, 15100, 15200, 95, 29, -0.260094653315282, -0.260776955126435, 0, 
10, 17, static/dist2protect, 15200, 15300, 101, 46, 0.383572469981294, 0.384733656804707, 0, 
10, 17, static/dist2protect, 15300, 62500, 21653, 9318, 0.281771522137954, 0.803445921964656, 1, 
10, 17, static/dist2road, 0, 100, 1192, 430, -0.00989708827436863, -0.010246881832245, 0, 
10, 17, static/dist2road, 100, 6900, 33679, 12229, 0.000349793557876326, 0.010246881832245, 0, 
10, 17, static/elevation, 0, 100, 11252, 4861, 0.288617686119843, 0.433824308301695, 1, 
10, 17, static/elevation, 100, 200, 15545, 4617, -0.299318900578913, -0.522875174638915, 1, 
10, 17, static/elevation, 200, 300, 5419, 2306, 0.262191789112066, 0.312287175264438, 1, 
10, 17, static/elevation, 300, 700, 2260, 850, 0.0561556248368178, 0.0600785494239451, 0, 
10, 17, static/elevation, 700, 800, 90, 11, -1.40928832094398, -1.41198197211591, 1, 
10, 17, static/elevation, 800, 1000, 89, 7, -1.89854483948427, -1.90169024958938, 1, 
10, 17, static/elevation, 1000, 1400, 148, 7, -2.44058548259819, -2.44640051714802, 1, 
10, 17, static/elevation, 1400, 1500, 37, 0, 0, 0, 0, 
10, 17, static/elevation, 1500, 2100, 31, 0, 0, 0, 0, 
10, 17, static/population, 0, 100, 31234, 10972, -0.0511363788314593, -0.468523068544305, 1, 
10, 17, static/population, 100, 200, 2733, 1270, 0.420792037157182, 0.458377853884613, 1, 
10, 17, static/population, 200, 1400, 904, 417, 0.407086357440881, 0.418413107438789, 1, 
16, 10, distance/distance_to_1, 0, 200, 8633, 686, 0.119849914961686, 0.133778752483799, 1, 
16, 10, distance/distance_to_1, 200, 5600, 78677, 5524, -0.0139288375221133, -0.133778752483799, 1, 
16, 10, static/PlanningUnit, 0, 100, 87310, 6210, 0, 0, 0, 
16, 10, static/dist2deforest, 0, 200, 5980, 259, -0.525548767393011, -0.556101383599046, 1, 
16, 10, static/dist2deforest, 200, 300, 5683, 320, -0.249435738013173, -0.264946988352796, 1, 
16, 10, static/dist2deforest, 300, 400, 4325, 289, -0.0670606281850876, -0.0704518014553841, 0, 
16, 10, static/dist2deforest, 400, 600, 8531, 676, 0.116809590529222, 0.130186630170242, 1, 
16, 10, static/dist2deforest, 600, 14900, 62791, 4666, 0.0472283748676977, 0.177736526330884, 1, 
16, 10, static/dist2protect, 0, 100, 1939, 93, -0.418654856733562, -0.426590817500188, 1, 
16, 10, static/dist2protect, 100, 200, 81, 16, 1.16772351752012, 1.16950153090322, 1, 
16, 10, static/dist2protect, 200, 500, 192, 24, 0.623611916120666, 0.625410472598757, 1, 
16, 10, static/dist2protect, 500, 600, 96, 9, 0.300838523857616, 0.301215524935738, 0, 
16, 10, static/dist2protect, 600, 700, 71, 8, 0.505828880464283, 0.506340835109093, 0, 
16, 10, static/dist2protect, 700, 800, 66, 12, 1.06544466839971, 1.0667128385703, 1, 
16, 10, static/dist2protect, 800, 1800, 657, 93, 0.767067306831177, 0.775177750821892, 1, 
16, 10, static/dist2protect, 1800, 2000, 122, 14, 0.526448167667019, 0.52737256429913, 0, 
16, 10, static/dist2protect, 2000, 2100, 56, 11, 1.16075484820403, 1.1619727309018, 1, 
16, 10, static/dist2protect, 2100, 2200, 71, 9, 0.639612257467108, 0.640297803388499, 0, 
16, 10, static/dist2protect, 2200, 2300, 70, 6, 0.202398451044363, 0.202575640934796, 0, 
16, 10, static/dist2protect, 2300, 2400, 55, 2, -0.707622667816197, -0.707954282565223, 0, 
16, 10, static/dist2protect, 2400, 2500, 61, 10, 0.9402815254457, 0.94126407826132, 1, 
16, 10, static/dist2protect, 2500, 3900, 1062, 137, 0.65970925349168, 0.67054621697948, 1, 
16, 10, static/dist2protect, 3900, 4000, 100, 9, 0.255887135995349, 0.256214761062796, 0, 
16, 10, static/dist2protect, 4000, 4200, 187, 23, 0.605149853280931, 0.606836190459689, 1, 
16, 10, static/dist2protect, 4200, 4500, 314, 32, 0.393350897037593, 0.395033950359441, 1, 
16, 10, static/dist2protect, 4500, 4600, 100, 6, -0.182013247865969, -0.182206332353077, 0, 
16, 10, static/dist2protect, 4600, 4700, 96, 11, 0.524766081484034, 0.525490350301236, 0, 
16, 10, static/dist2protect, 4700, 4800, 73, 16, 1.29905951958121, 1.30093625086564, 1, 
16, 10, static/dist2protect, 4800, 4900, 60, 9, 0.834921009787873, 0.835742285286799, 1, 
16, 10, static/dist2protect, 4900, 5100, 115, 13, 0.509498609353246, 0.510335703206873, 0, 
16, 10, static/dist2protect, 5100, 10700, 5885, 559, 0.315315771957201, 0.341716412025603, 1, 
16, 10, static/dist2protect, 10700, 10800, 98, 3, -0.885742537756451, -0.886431409201565, 0, 
16, 10, static/dist2protect, 10800, 10900, 94, 4, -0.543993244034395, -0.544459271394163, 0, 
16, 10, static/dist2protect, 10900, 11000, 102, 3, -0.9269854962905, -0.927723748622752, 0, 
16, 10, static/dist2protect, 11000, 11300, 349, 13, -0.682639737325688, -0.68469578479351, 1, 
16, 10, static/dist2protect, 11300, 11400, 125, 10, 0.127175029806775, 0.12736762491811, 0, 
16, 10, static/dist2protect, 11400, 11600, 261, 13, -0.378957323527466, -0.379924369798664, 0, 
16, 10, static/dist2protect, 11600, 11700, 124, 8, -0.104626584250549, -0.104768865808335, 0, 
16, 10, static/dist2protect, 11700, 11800, 122, 6, -0.39230865670233, -0.392773362896151, 0, 
16, 10, static/dist2protect, 11800, 11900, 137, 3, -1.22970544610682, -1.23087588524929, 1, 
16, 10, static/dist2protect, 11900, 12000, 140, 8, -0.233838315730555, -0.234178186698192, 0, 
16, 10, static/dist2protect, 12000, 12200, 266, 19, 0.00457270771444316, 0.0045867090874742, 0, 
16, 10, static/dist2protect, 12200, 12300, 112, 5, -0.493868856851826, -0.494383609499426, 0, 
16, 10, static/dist2protect, 12300, 12400, 130, 3, -1.1760527326145, -1.1771367194508, 1, 
16, 10, static/dist2protect, 12400, 12500, 118, 4, -0.780382022098625, -0.781144353072996, 0, 
16, 10, static/dist2protect, 12500, 12600, 135, 8, -0.195223479602775, -0.195501599685811, 0, 
16, 10, static/dist2protect, 12600, 12700, 134, 12, 0.250407670230724, 0.250836458532053, 0, 
16, 10, static/dist2protect, 12700, 13100, 529, 39, 0.0386783202009539, 0.0389180669815538, 0, 
16, 10, static/dist2protect, 13100, 13300, 269, 26, 0.334557159856913, 0.335751945757669, 0, 
16, 10, static/dist2protect, 13300, 13400, 153, 19, 0.616121244391509, 0.617531868143466, 1, 
16, 10, static/dist2protect, 13400, 13500, 130, 13, 0.37229748783976, 0.372949374785875, 0, 
16, 10, static/dist2protect, 13500, 13600, 133, 5, -0.673070286309537, -0.673844354242756, 0, 
16, 10, static/dist2protect, 13600, 14000, 540, 28, -0.336598049688324, -0.338412203520566, 0, 
16, 10, static/dist2protect, 14000, 14200, 314, 13, -0.572638842111359, -0.57426162205447, 1, 
16, 10, static/dist2protect, 14200, 14500, 501, 25, -0.377019964187239, -0.378872663269428, 0, 
16, 10, static/dist2protect, 14500, 14600, 131, 9, -0.0372744022210574, -0.0373295239219124, 0, 
16, 10, static/dist2protect, 14600, 14800, 253, 13, -0.346167500704475, -0.3470356056478, 0, 
16, 10, static/dist2protect, 14800, 14900, 150, 11, 0.0329434048436587, 0.0330009081894255, 0, 
16, 10, static/dist2protect, 14900, 15000, 138, 4, -0.942023373655041, -0.943032691392177, 0, 
16, 10, static/dist2protect, 15000, 15100, 137, 8, -0.210848797505856, -0.211151617485154, 0, 
16, 10, static/dist2protect, 15100, 15400, 429, 31, 0.0170572643766884, 0.0171421112381318, 0, 
16, 10, static/dist2protect, 15400, 15800, 693, 42, -0.171317958749221, -0.172591216905887, 0, 
16, 10, static/dist2protect, 15800, 15900, 183, 6, -0.814868198169794, -0.816086423394742, 1, 
16, 10, static/dist2protect, 15900, 16000, 171, 8, -0.444786593950947, -0.445509405536586, 0, 
16, 10, static/dist2protect, 16000, 16100, 172, 13, 0.0655672204172851, 0.0657003454634729, 0, 
16, 10, static/dist2protect, 16100, 16200, 186, 20, 0.453266550373428, 0.454443406216541, 0, 
16, 10, static/dist2protect, 16200, 17000, 1392, 125, 0.253428622157142, 0.258016783350471, 1, 
16, 10, static/dist2protect, 17000, 17100, 189, 10, -0.315278647670729, -0.315876634790238, 0, 
16, 10, static/dist2protect, 17100, 17200, 184, 12, -0.0930657618494729, -0.0932546159034545, 0, 
16, 10, static/dist2protect, 17200, 17300, 185, 20, 0.45930886482939, 0.46049807634283, 0, 
16, 10, static/dist2protect, 17300, 18200, 1536, 133, 0.213503113295273, 0.217701838899469, 1, 
16, 10, static/dist2protect, 18200, 18500, 596, 43, 0.0153641793472075, 0.0154704831434237, 0, 
16, 10, static/dist2protect, 18500, 18600, 209, 11, -0.320849692720185, -0.321521200978219, 0, 
16, 10, static/dist2protect, 18600, 18700, 212, 15, -0.00563146245979858, -0.00564513652169461, 0, 
16, 10, static/dist2protect, 18700, 19100, 797, 75, 0.304985039819464, 0.308193403380711, 1, 
16, 10, static/dist2protect, 19100, 19200, 207, 24, 0.538089742682505, 0.539702941202956, 1, 
16, 10, static/dist2protect, 19200, 19500, 549, 52, 0.312175757660778, 0.314437512646067, 1, 
16, 10, static/dist2protect, 19500, 19600, 176, 10, -0.239880630186518, -0.240317979697946, 0, 
16, 10, static/dist2protect, 19600, 19700, 196, 15, 0.0790752350123642, 0.0792593090941339, 0, 
16, 10, static/dist2protect, 19700, 19800, 200, 26, 0.668563303982933, 0.670611084378582, 1, 
16, 10, static/dist2protect, 19800, 19900, 193, 18, 0.29510784914863, 0.295850447497533, 0, 
16, 10, static/dist2protect, 19900, 20200, 564, 65, 0.531303239320098, 0.535653487509628, 1, 
16, 10, static/dist2protect, 20200, 20500, 652, 62, 0.316533913321306, 0.319266422780866, 1, 
16, 10, static/dist2protect, 20500, 20600, 200, 25, 0.623611916120666, 0.625485644912543, 1, 
16, 10, static/dist2protect, 20600, 20700, 197, 33, 0.966163198818262, 0.969467135832109, 1, 
16, 10, static/dist2protect, 20700, 20900, 406, 51, 0.62922990842489, 0.633089457225034, 1, 
16, 10, static/dist2protect, 20900, 21600, 1166, 119, 0.394961347416972, 0.401315925704279, 1, 
16, 10, static/dist2protect, 21600, 21700, 171, 9, -0.320849692720185, -0.321398897782953, 0, 
16, 10, static/dist2protect, 21700, 21800, 192, 18, 0.300838523857616, 0.30159347925096, 0, 
16, 10, static/dist2protect, 21800, 21900, 205, 23, 0.501009594028334, 0.502473508528947, 1, 
16, 10, static/dist2protect, 21900, 22000, 205, 16, 0.100363772356119, 0.100610410784191, 0, 
16, 10, static/dist2protect, 22000, 22600, 1249, 118, 0.309349213525524, 0.314489772892985, 1, 
16, 10, static/dist2protect, 22600, 23200, 1316, 150, 0.518822992361798, 0.528792421278689, 1, 
16, 10, static/dist2protect, 23200, 23400, 452, 41, 0.264500917384053, 0.26604436065476, 0, 
16, 10, static/dist2protect, 23400, 23500, 231, 29, 0.628550197761249, 0.630737163788126, 1, 
16, 10, static/dist2protect, 23500, 23800, 671, 70, 0.419422372690131, 0.423320327342211, 1, 
16, 10, static/dist2protect, 23800, 23900, 220, 33, 0.834921009787873, 0.837940731265575, 1, 
16, 10, static/dist2protect, 23900, 24900, 1964, 231, 0.554330485982167, 0.57063775563931, 1, 
16, 10, static/dist2protect, 24900, 25000, 146, 11, 0.0621425595359208, 0.0622494681655928, 0, 
16, 10, static/dist2protect, 25000, 25100, 142, 15, 0.433385179819599, 0.434236365333714, 0, 
16, 10, static/dist2protect, 25100, 29200, 8003, 705, 0.232364250991856, 0.258571247151456, 1, 
16, 10, static/dist2protect, 29200, 29300, 209, 5, -1.13916001623414, -1.14087312098235, 1, 
16, 10, static/dist2protect, 29300, 29400, 179, 10, -0.257791556753048, -0.258265974191456, 0, 
16, 10, static/dist2protect, 29400, 29500, 191, 20, 0.423590782227311, 0.424705857428751, 0, 
16, 10, static/dist2protect, 29500, 29700, 415, 54, 0.669628153407373, 0.673900602168127, 1, 
16, 10, static/dist2protect, 29700, 30000, 624, 67, 0.451649444639662, 0.455605360583627, 1, 
16, 10, static/dist2protect, 30000, 30100, 211, 8, -0.664242372185971, -0.665459517481641, 0, 
16, 10, static/dist2protect, 30100, 30200, 221, 12, -0.287905537000831, -0.288551692121372, 0, 
16, 10, static/dist2protect, 30200, 30300, 234, 2, -2.18406812593038, -2.1866107782352, 1, 
16, 10, static/dist2protect, 30300, 30400, 237, 9, -0.662598986442242, -0.663963963134206, 0, 
16, 10, static/dist2protect, 30400, 30500, 227, 11, -0.407861069709815, -0.408755094132094, 0, 
16, 10, static/dist2protect, 30500, 30800, 733, 45, -0.157604282987044, -0.158851066000297, 0, 
16, 10, static/dist2protect, 30800, 31000, 451, 19, -0.55446454390169, -0.55674126733717, 1, 
16, 10, static/dist2protect, 31000, 31100, 232, 7, -0.900668187973127, -0.902318546319023, 1, 
16, 10, static/dist2protect, 31100, 31200, 248, 11, -0.500642803160781, -0.501796492369646, 0, 
